id,client_id,name,created_at,updated_at
9acd4df6-e756-4cd9-b41f-f21849af3b34,c361584a-7ad6-4b0c-ae9e-e5ede4f19787,Renda Variável,2026-03-07 00:00:00,2026-03-07 00:00:00
0cd1dbaa-b299-4c44-a0b9-a73f9c7c1ee2,6042c0d9-8997-4872-831f-02c966b69ad7,Arrojado,2026-03-09 00:00:00,2026-03-09 00:00:00
b9c9bd07-bb88-4f1d-9617-df22d4e3d255,2a9174b2-c331-4c18-a4bb-a7f99f841be5,Conservador,2026-03-02 00:00:00,2026-03-02 00:00:00
2b2df808-0d0d-4080-94b7-f4b1f58f5968,2a9174b2-c331-4c18-a4bb-a7f99f841be5,Internacional,2026-03-06 00:00:00,2026-03-06 00:00:00
2a158d21-4b7f-4fdc-87c4-ff132d0eb6dd,4814445f-a211-4a33-98ef-6e7e88117c4d,Previdência,2026-03-05 00:00:00,2026-03-05 00:00:00
85e69250-0b4b-47c1-8402-9fd1d52bf22f,4814445f-a211-4a33-98ef-6e7e88117c4d,Internacional,2026-03-10 00:00:00,2026-03-10 00:00:00
70e16b00-c40c-463c-b470-36fe19f49ae4,75f27968-e6ce-44ea-b79c-dec2f6b6db88,Internacional,2026-03-03 00:00:00,2026-03-03 00:00:00
099effe9-e6b5-4964-8d48-a146ecf0055e,75f27968-e6ce-44ea-b79c-dec2f6b6db88,Arrojado,2026-03-08 00:00:00,2026-03-08 00:00:00
f230fd82-330d-4f5b-8557-cb242877bd80,19ea4838-2801-4412-a182-a2454315cc28,Internacional,2026-03-01 00:00:00,2026-03-01 00:00:00
f63abe3a-43f0-4dac-9ef7-3af2b559cb5b,19ea4838-2801-4412-a182-a2454315cc28,Renda Variável,2026-03-06 00:00:00,2026-03-06 00:00:00
2c8e6daa-fb68-4331-90f1-68593e3c40b1,516b5f5f-6aae-4f3d-b6fe-dc724deb5af4,Internacional,2026-03-05 00:00:00,2026-03-05 00:00:00
decc6835-f165-4fca-9dc4-f5fd14152fa2,516b5f5f-6aae-4f3d-b6fe-dc724deb5af4,Conservador,2026-03-01 00:00:00,2026-03-01 00:00:00
9a1bc502-2c93-40d7-928a-2aff13e515c0,43d21ba7-0d7e-49be-ba92-ca980f62ad7c,Previdência,2026-03-11 00:00:00,2026-03-11 00:00:00
99cdae15-7ba3-4d74-b5cd-3076c9d0436f,43d21ba7-0d7e-49be-ba92-ca980f62ad7c,Renda Variável,2026-03-06 00:00:00,2026-03-06 00:00:00
dfd25555-8168-410b-91fa-8a0546691ec6,43d21ba7-0d7e-49be-ba92-ca980f62ad7c,Moderado,2026-03-11 00:00:00,2026-03-11 00:00:00
198a8651-83be-4ca9-a172-1f828743eed8,155b142c-ca92-4c74-bf63-7b6112051422,Renda Variável,2026-03-03 00:00:00,2026-03-03 00:00:00
cd39021d-5e4a-4919-83e6-e89697e960da,0fb2586f-86a3-40b0-8804-5581a032d091,Conservador,2026-03-08 00:00:00,2026-03-08 00:00:00
bcf9415d-e339-48be-89c4-6dfc4292929c,0fb2586f-86a3-40b0-8804-5581a032d091,Conservador,2026-03-03 00:00:00,2026-03-03 00:00:00
6fea3828-58ae-45d8-a49d-dc5a48d4344f,0fb2586f-86a3-40b0-8804-5581a032d091,Internacional,2026-03-04 00:00:00,2026-03-04 00:00:00
81b55e53-4365-471e-a64e-a9dfc899e183,d9b7020e-01bd-4a35-8c7e-a0ae6760997f,Previdência,2026-03-06 00:00:00,2026-03-06 00:00:00
cab8e516-a1b3-4f15-bb93-190907220e99,d9b7020e-01bd-4a35-8c7e-a0ae6760997f,Conservador,2026-03-10 00:00:00,2026-03-10 00:00:00
97008ff5-8e45-4058-927f-7a820bf2f5a7,0dad1b7b-6c67-4368-b16b-87cb5830b520,Internacional,2026-03-03 00:00:00,2026-03-03 00:00:00
22ce9f7d-9e92-413e-aa1b-aa1b7e8abb84,0dad1b7b-6c67-4368-b16b-87cb5830b520,Arrojado,2026-03-08 00:00:00,2026-03-08 00:00:00
e8017fd3-d6e9-4c72-80ee-1fff102ceaec,0dad1b7b-6c67-4368-b16b-87cb5830b520,Previdência,2026-03-06 00:00:00,2026-03-06 00:00:00
5986eab4-7658-426c-b76d-04b2e455ceb4,ae8df432-ce33-4e9d-8712-04267d1f2ef5,Moderado,2026-03-10 00:00:00,2026-03-10 00:00:00
05c9833a-059a-4bbb-a552-c327f950475d,69545d40-101f-4b0e-8381-953cca7ccd4d,Previdência,2026-03-06 00:00:00,2026-03-06 00:00:00
4a4f679f-bc33-4678-85bd-d165cb8196cb,69545d40-101f-4b0e-8381-953cca7ccd4d,Internacional,2026-03-06 00:00:00,2026-03-06 00:00:00
eff3de56-b067-4f1b-ab4b-ecfad5185209,69545d40-101f-4b0e-8381-953cca7ccd4d,Moderado,2026-03-05 00:00:00,2026-03-05 00:00:00
023b9cbb-65b1-4eff-a4cb-8151843a6e3d,3e52d0aa-3cdf-4590-bbe8-8517a9a12f02,Internacional,2026-03-01 00:00:00,2026-03-01 00:00:00
98f51bad-0566-468b-b996-bdefa0af81c5,c3baf0fb-1ce6-44ee-9d60-28eee9cfd8e4,Renda Variável,2026-03-08 00:00:00,2026-03-08 00:00:00
74a43520-ea94-4cfc-b09a-170bf8555699,0ac244ad-bd55-40d2-a84f-0b91a99f3f88,Conservador,2026-03-09 00:00:00,2026-03-09 00:00:00
ece250be-2773-4aad-841b-b58c519273c8,0ac244ad-bd55-40d2-a84f-0b91a99f3f88,Arrojado,2026-03-05 00:00:00,2026-03-05 00:00:00
d6edcde8-27d8-41a9-96d5-12fb9c37e763,56bb1c2e-9bb7-4683-81f1-11761fdbbafe,Moderado,2026-03-08 00:00:00,2026-03-08 00:00:00
4b653252-62c5-4bdd-b28a-f58783c999e7,56bb1c2e-9bb7-4683-81f1-11761fdbbafe,Arrojado,2026-03-10 00:00:00,2026-03-10 00:00:00
18246315-e539-4943-8454-75f9283afc4d,56bb1c2e-9bb7-4683-81f1-11761fdbbafe,Moderado,2026-03-08 00:00:00,2026-03-08 00:00:00
c8ffb798-03ae-487e-94da-665ec8823eca,811baa62-4378-4cac-bb76-6ae397b777a2,Conservador,2026-03-03 00:00:00,2026-03-03 00:00:00
91d624a2-a30b-47f0-9b99-1995a556d0f8,aa8d33df-7025-45cb-a1d3-c310157dbe81,Internacional,2026-03-03 00:00:00,2026-03-03 00:00:00
95410a52-5de1-415b-b4eb-27191c185593,aa8d33df-7025-45cb-a1d3-c310157dbe81,Conservador,2026-03-08 00:00:00,2026-03-08 00:00:00
42bcc6df-c426-424a-823a-57e57459a892,9b303e54-0963-4472-a996-4645ba7a17de,Internacional,2026-03-06 00:00:00,2026-03-06 00:00:00
caa0cf69-92cb-41f4-9992-1bc019362ea8,9b303e54-0963-4472-a996-4645ba7a17de,Internacional,2026-03-06 00:00:00,2026-03-06 00:00:00
765a1b5c-62cb-4b62-8575-cc0075e8afc9,9b303e54-0963-4472-a996-4645ba7a17de,Renda Variável,2026-03-02 00:00:00,2026-03-02 00:00:00
bba62ec0-bcc3-4996-9cff-24886300910a,90810d44-9aea-45a5-a83b-a509fe398828,Arrojado,2026-03-05 00:00:00,2026-03-05 00:00:00
12decf69-bf09-49e6-8503-867b7fa5cd53,90810d44-9aea-45a5-a83b-a509fe398828,Internacional,2026-03-03 00:00:00,2026-03-03 00:00:00
c0e937df-b35d-4f23-a455-c906a850291c,90810d44-9aea-45a5-a83b-a509fe398828,Moderado,2026-03-11 00:00:00,2026-03-11 00:00:00
8eec8d23-7d15-40a2-952f-744ba1f4dbd8,ba199eff-bfb6-41bc-a4a0-41a589644cfd,Moderado,2026-03-09 00:00:00,2026-03-09 00:00:00
bd66ed25-97f8-4998-b0ec-e7d28fa214e5,ba199eff-bfb6-41bc-a4a0-41a589644cfd,Moderado,2026-03-02 00:00:00,2026-03-02 00:00:00
387a3253-147c-4764-9bf7-c04bea5044bc,9a86dcbb-fd59-4e6a-a358-150de36a5284,Previdência,2026-03-04 00:00:00,2026-03-04 00:00:00
d557bfa7-43ae-4e44-b58c-99efde0ef469,7fd70660-c899-478f-bbe2-834c1bd3b45d,Renda Variável,2026-03-06 00:00:00,2026-03-06 00:00:00
19751418-bb28-475e-b3e7-702cf889ff4c,dc0d68bf-ba0f-44cc-9d77-87240072a9ab,Previdência,2026-03-06 00:00:00,2026-03-06 00:00:00
af0f3e3e-084a-4bfe-ab94-c567082e284a,dc0d68bf-ba0f-44cc-9d77-87240072a9ab,Moderado,2026-03-09 00:00:00,2026-03-09 00:00:00
59008528-02a6-4565-ae5c-5230c3315b75,dc0d68bf-ba0f-44cc-9d77-87240072a9ab,Conservador,2026-03-10 00:00:00,2026-03-10 00:00:00
6aebbdff-f154-4e5a-878b-06b1cadf87ec,35de526c-69dd-436d-9f8f-86b5bdc8f0e7,Previdência,2026-03-05 00:00:00,2026-03-05 00:00:00
02d9627b-0c78-455f-8640-628c0dfb6048,c2cfbdca-2a63-49a0-a345-87262a62e157,Renda Variável,2026-03-08 00:00:00,2026-03-08 00:00:00
4f3ee360-61d1-408f-a6c3-b6d3bdb2953c,c2cfbdca-2a63-49a0-a345-87262a62e157,Previdência,2026-03-07 00:00:00,2026-03-07 00:00:00
276019a8-854d-4295-ba88-5d740be6fbb2,c2cfbdca-2a63-49a0-a345-87262a62e157,Conservador,2026-03-10 00:00:00,2026-03-10 00:00:00
524a6810-3413-4767-b489-07f3b369e5d1,6843fd78-681c-453e-aa87-900f766ce3c1,Internacional,2026-03-06 00:00:00,2026-03-06 00:00:00
9ab31c31-ca3b-4a96-9948-87436fde23e0,baa2311c-b3f7-44a6-88ad-3124e9ec15c7,Previdência,2026-03-08 00:00:00,2026-03-08 00:00:00
1b31c2ce-4bcd-4a3c-9772-bb27aa7d2c6e,308a4e62-9e3f-4dc3-abbe-2c4a706e6321,Arrojado,2026-03-09 00:00:00,2026-03-09 00:00:00
f66e5369-8ac0-43c6-977c-c3a8af3f104e,308a4e62-9e3f-4dc3-abbe-2c4a706e6321,Renda Variável,2026-03-03 00:00:00,2026-03-03 00:00:00
e1388d27-ab6c-4561-ad6c-90cb0fc43eac,308a4e62-9e3f-4dc3-abbe-2c4a706e6321,Renda Variável,2026-03-11 00:00:00,2026-03-11 00:00:00
b1715704-6b54-42e8-8bb2-ce5f8396ccd9,97ed54ee-0d56-4d13-b9e1-7c44eb4a70b6,Previdência,2026-03-03 00:00:00,2026-03-03 00:00:00
f5e858b8-15ff-4e7a-baaf-56c12ff4a98a,0f874c0d-2686-4bd5-9e40-7a5e3bc0de89,Conservador,2026-03-01 00:00:00,2026-03-01 00:00:00
522239e8-3f4f-4b08-b519-e5bfd3960001,0f874c0d-2686-4bd5-9e40-7a5e3bc0de89,Moderado,2026-03-09 00:00:00,2026-03-09 00:00:00
ec0397a9-fcbd-4fa8-89c5-1f7e609d3e18,0f874c0d-2686-4bd5-9e40-7a5e3bc0de89,Moderado,2026-03-05 00:00:00,2026-03-05 00:00:00
e45bfc66-842f-487b-b1f4-731f5cac5b10,bf814a75-f02f-4555-9618-7cb269b88bf0,Internacional,2026-03-06 00:00:00,2026-03-06 00:00:00
138fa307-3cd5-4313-9de6-6cee2ba7ddb0,3d80ee14-5523-4e6b-87fd-7d5a23f8f9e3,Renda Variável,2026-03-06 00:00:00,2026-03-06 00:00:00
9c65d6e4-70e4-4f87-912b-1e04eb99eb61,bc881eb8-7ad0-419f-8b47-1e18b438e88c,Arrojado,2026-03-02 00:00:00,2026-03-02 00:00:00
a75010a5-12d5-4e64-a9a1-b28c3e26414c,bc881eb8-7ad0-419f-8b47-1e18b438e88c,Internacional,2026-03-04 00:00:00,2026-03-04 00:00:00
b252c7bf-5246-4473-b325-1da14c9f57a8,c983112d-cc7a-4c7c-a666-478dea180942,Moderado,2026-03-05 00:00:00,2026-03-05 00:00:00
8306222e-fd56-4094-aa20-d56c9f5d11ec,c983112d-cc7a-4c7c-a666-478dea180942,Arrojado,2026-03-11 00:00:00,2026-03-11 00:00:00
267a77aa-5f8a-4960-8c39-04d86c668356,c983112d-cc7a-4c7c-a666-478dea180942,Renda Variável,2026-03-10 00:00:00,2026-03-10 00:00:00
49e79454-3d4d-40c8-bed8-6512a9656e6b,119eb092-f708-4dc6-ae7b-018420a92f2d,Internacional,2026-03-09 00:00:00,2026-03-09 00:00:00
e3d904ca-3e59-445e-aad0-1edd319e2fc7,79bd2060-6f0b-4313-bd10-e77ccd743456,Renda Variável,2026-03-10 00:00:00,2026-03-10 00:00:00
936615e0-a184-4eb5-bd1d-d25c6a64c427,4e35ce28-5146-426c-879f-4cf0809adb19,Internacional,2026-03-03 00:00:00,2026-03-03 00:00:00
29def7fc-3aee-49e6-b10a-73903821f451,49779bd1-ae10-4812-b042-bdf0a972df53,Arrojado,2026-03-10 00:00:00,2026-03-10 00:00:00
4d16bb4b-2e9e-49d5-8596-76cd7dc65a87,49779bd1-ae10-4812-b042-bdf0a972df53,Conservador,2026-03-10 00:00:00,2026-03-10 00:00:00
0a4fd20c-8f94-4761-975b-75b2ad982770,49779bd1-ae10-4812-b042-bdf0a972df53,Conservador,2026-03-01 00:00:00,2026-03-01 00:00:00
83aa8173-3841-4601-8d41-15a068204cc7,8633eded-3bcb-4a96-b18c-6770ca35d698,Renda Variável,2026-03-11 00:00:00,2026-03-11 00:00:00
23ac6f60-2a07-4042-8cb3-7ffdd76a5c3b,1bba3534-ae13-47f8-a4a0-6e1fd6f54e98,Moderado,2026-03-11 00:00:00,2026-03-11 00:00:00
dd6d06f4-9028-40a0-802e-68daf00c0dbf,1bba3534-ae13-47f8-a4a0-6e1fd6f54e98,Previdência,2026-03-10 00:00:00,2026-03-10 00:00:00
504e185d-3bdf-43c4-aedb-9cca32576b2f,e7172cd8-7b3b-46ee-bb57-89042e5d7fc7,Conservador,2026-03-11 00:00:00,2026-03-11 00:00:00
d2d07f54-5816-4b14-8ef4-bdd6f56cf9ee,e7172cd8-7b3b-46ee-bb57-89042e5d7fc7,Internacional,2026-03-08 00:00:00,2026-03-08 00:00:00
e2777054-b30d-4721-8dfe-7b528d7f66d5,e7172cd8-7b3b-46ee-bb57-89042e5d7fc7,Arrojado,2026-03-09 00:00:00,2026-03-09 00:00:00
0730e8c4-5160-45f0-b2c9-71c1514e8ac8,69832bb8-fb6a-4a25-9f0e-6ff700c05f1c,Previdência,2026-03-05 00:00:00,2026-03-05 00:00:00
33d34f22-9b52-4071-9e9b-d49517822fd2,69832bb8-fb6a-4a25-9f0e-6ff700c05f1c,Internacional,2026-03-04 00:00:00,2026-03-04 00:00:00
0af528f5-70a3-49ca-bb40-3086917be85b,69832bb8-fb6a-4a25-9f0e-6ff700c05f1c,Arrojado,2026-03-07 00:00:00,2026-03-07 00:00:00
7a5f2a3a-5a6b-471f-8b7e-3b84c01ea763,4068800b-8902-4257-88e9-717f5a03123b,Internacional,2026-03-02 00:00:00,2026-03-02 00:00:00
